metadata_jobPostId,metadata_newPostingDate,title_display,primary_category,employmentTypes,seniority_group,salary_band,average_salary,applications_per_posting,views_per_posting,vacancy_demand
MCF-2023-0379283,2023-05-17,Hse Coordinator,Building and Construction,Permanent,Mid Level,<3000,2750.0,23,202,2
MCF-2023-0901316,2023-11-21,Onsite Technician (Contract Role),Engineering,Contract,Entry Level,<3000,2400.0,0,0,1
MCF-2023-1005639,2023-12-12,Data Analyst,Engineering,Full Time,Junior,3000-4999,5000.0,1,13,1
MCF-2023-0594795,2023-08-03,Noc Engineer,Information Technology,Contract,Junior,<3000,2000.0,0,0,2
MCF-2023-0213942,2023-05-25,Chinese Preschool Teacher,Education and Training,Permanent,Junior,3000-4999,4000.0,5,141,1
MCF-2023-0886515,2023-11-17,Masseur(Non-Medical),Personal Care / Beauty,Full Time,Junior,3000-4999,4000.0,0,1,5
MCF-2023-0810778,2023-10-24,Electrical & Instrument Engineer,Manufacturing,Full Time,Entry Level,3000-4999,4500.0,0,2,2
MCF-2023-0794879,2023-10-18,Cleaners/Dishwashers,F&B,Full Time,Entry Level,3000-4999,3300.0,0,1,2
MCF-2024-0311690,2024-03-02,Business Executive,Advertising / Media,Full Time,Junior,8000+,22500.0,0,6,1
MCF-2024-0543346,2024-04-15,Project Admin,Others,Contract,Junior,<3000,2200.0,1,9,2
MCF-2024-0225883,2024-02-15,Credit Analyst (Corporate Banking),Banking and Finance,Permanent,Senior,5000-7999,5750.0,0,4,1
MCF-2023-0852140,2023-11-09,Solution Architect,Banking and Finance,Permanent,Manager,8000+,11500.0,1,6,1
MCF-2024-0094501,2024-01-18,Sap Pm,Information Technology,Full Time,Mid Level,5000-7999,7000.0,0,4,2
MCF-2023-0377812,2023-05-16,Software Developer (Ssis),Information Technology,Contract,Mid Level,5000-7999,6750.0,1,92,1
MCF-2023-0711259,2023-09-18,❤️Sales Marketing Personnel❤️100% Customers Provided❤️$3000 Salary + Comm ($6000-$10000 Income Monthly)❤️No Relevant Experience Required❤️,Banking and Finance,Contract,Entry Level,5000-7999,8000.0,0,17,5
MCF-2023-0675892,2023-09-04,Senior Dot Net Software Developer/ Senior Software Engineer / .Net ( Good Bonus),Engineering,Permanent,Junior,5000-7999,7500.0,0,2,2
MCF-2023-0816079,2023-10-26,Customer Support Executive,Customer Service,Permanent,Mid Level,3000-4999,4550.0,1,30,1
MCF-2024-0558156,2024-04-17,Autocad Drafter,Architecture / Interior Design,Full Time,Entry Level,3000-4999,3250.0,0,15,1
MCF-2023-0588196,2023-08-02,Group Accountant / Finance Manager,Accounting / Auditing / Taxation,Full Time,Senior,5000-7999,6000.0,0,4,1
MCF-2023-0623862,2023-08-15,Optometrist (Contact Lens Retail Outlet)/ Centre,Medical / Therapy Services,Permanent,Junior,3000-4999,3250.0,0,0,1
MCF-2023-0644938,2023-08-23,Zone Manager,Real Estate / Property Management,Full Time,Manager,3000-4999,4050.0,0,0,5
MCF-2024-0409491,2024-03-20,"Recruitment Consultants(Cei, Commission-Based, Work Fr Home)",Advertising / Media,Part Time,Junior,3000-4999,5000.0,0,8,3
MCF-2023-0673079,2023-09-04,Recruitment Consultant,Admin / Secretarial,Permanent,Entry Level,<3000,2750.0,1,4,2
MCF-2024-0710497,2024-05-15,Assistant Cook,F&B,Contract,Mid Level,3000-4999,4000.0,0,0,5
MCF-2023-1036160,2023-12-19,"Physician, Ntu Chinese Medicine",General Management,Contract,Manager,3000-4999,4500.0,1,3,1
MCF-2023-0449311,2023-06-12,"Senior Restaurant Manager ($6,000-$8,000)",F&B,Permanent,Junior,5000-7999,7000.0,0,20,1
MCF-2024-0406259,2024-03-19,Outlet Manager/Senior Outlet Manager,F&B,Full Time,Manager,3000-4999,4000.0,0,0,2
MCF-2023-0526269,2023-07-11,Data Science Specialist,Logistics / Supply Chain,Permanent,Junior,5000-7999,6600.0,1,10,3
MCF-2024-0604120,2024-04-25,Assistant Facilities Manager,Real Estate / Property Management,Full Time,Mid Level,3000-4999,4500.0,6,33,1
MCF-2023-0550224,2023-07-19,9866 - Business Development Executive [ Bartley / Recycling Industry ],Sales / Retail,Full Time,Entry Level,<3000,2750.0,0,0,1
MCF-2023-0445306,2023-06-09,Shop Supervisor,Customer Service,Full Time,Junior,3000-4999,3750.0,0,34,2
MCF-2024-0546309,2024-04-15,Sales / Coordinator (Up To $4000 / 5 Days / Sentosa),Admin / Secretarial,Full Time,Entry Level,3000-4999,3150.0,0,0,2
MCF-2023-0641332,2023-08-22,It Business Analyst (Java & Agile),Information Technology,Contract,Senior,3000-4999,5000.0,0,2,1
MCF-2024-0321753,2024-03-04,Customer Service Associate (Call Centre) / Ang Mo Kio,Customer Service,Full Time,Entry Level,<3000,2200.0,0,4,10
MCF-2023-0484598,2023-06-24,Customer Acquisition Executive (Bank Branches/High Commission) - Code: Gl,Banking and Finance,Contract,Entry Level,<3000,2075.0,0,14,1
MCF-2024-0109181,2024-01-22,Student Financial Advisor (Training Provided),Banking and Finance,Part Time,Entry Level,3000-4999,3250.0,0,3,20
MCF-2023-1043597,2023-12-21,Claim Specialist & Assistant Operations Manager #65964,Insurance,Permanent,Senior,3000-4999,5000.0,0,2,3
MCF-2023-0811497,2023-10-24,Sales Administrative Executive (Fmcg) / 5.5 Days,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2600.0,0,0,1
MCF-2023-0400436,2023-05-24,Assistant Maintenance Engineer (Bukom),Engineering,Contract,Junior,3000-4999,3100.0,3,92,2
MCF-2024-0073682,2024-01-15,Sap Abap Consultant - (Contract),Information Technology,Contract,Senior,5000-7999,6875.0,0,6,2
MCF-2024-0025416,2024-01-05,Specialist / Assistant Specialist (Maintenance),Repair and Maintenance,Permanent,Entry Level,<3000,2500.0,0,0,10
MCF-2024-0100898,2024-01-19,Finance Manager,General Work,Contract,Manager,5000-7999,7500.0,1,67,5
MCF-2023-0839707,2023-11-04,Operations Executive (Team Lead / Project Management Exp),Admin / Secretarial,Contract,Junior,3000-4999,3150.0,0,2,1
MCF-2023-0828922,2023-10-31,Product Development Manager (Pharmaceutical Equipment),Sales / Retail,Permanent,Manager,3000-4999,4250.0,0,0,1
MCF-2023-0900218,2023-11-21,Machine Shop Supervisor #65874,Manufacturing,Permanent,Senior,3000-4999,5000.0,0,0,3
MCF-2023-0438198,2023-06-08,Spa Therapist,Personal Care / Beauty,Full Time,Entry Level,3000-4999,4000.0,1,45,8
MCF-2023-0635006,2023-08-18,Leasing & Admin Officer / Executive,Real Estate / Property Management,Permanent,Junior,3000-4999,3250.0,0,1,1
MCF-2024-0072435,2024-01-14,Class 3 Driver #65198,Logistics / Supply Chain,Permanent,Junior,<3000,2050.0,0,6,3
MCF-2023-0527824,2023-07-11,Cloud Network Engineer,Information Technology,Permanent,Junior,5000-7999,5250.0,0,4,1
MCF-2023-0738254,2023-09-27,Kitchen Helper [ Hawker Centre / 6Days / Zr328 ],F&B,Permanent,Entry Level,3000-4999,3150.0,0,0,1
MCF-2023-0280534,2023-06-20,Restaurant Manager,F&B,Permanent,Junior,3000-4999,3300.0,1,34,1
MCF-2023-0086301,2023-05-15,Account/Admin Executive,Wholesale Trade,Full Time,Junior,<3000,2750.0,24,315,1
MCF-2023-0761951,2023-10-06,Assistant Operations Manager (Cleaning Service Industry),Customer Service,Permanent,Senior,3000-4999,3750.0,0,5,3
MCF-2023-0590820,2023-08-02,Head Of Human Resource (Under Sun Ray Scheme),Human Resources,Full Time,Senior,5000-7999,7750.0,0,0,1
MCF-2023-0494622,2023-06-28,"Hr Recruitment Consultant (Entry Level, Training Provided)",Admin / Secretarial,Permanent,Entry Level,3000-4999,3750.0,3,22,1
MCF-2023-0671393,2023-09-01,Digital Marketing Manager (Marketing Agency),Marketing / Public Relations,Permanent,Manager,5000-7999,5800.0,0,3,1
MCF-2023-0353267,2023-05-08,Site Engineer,Building and Construction,Full Time,Junior,3000-4999,3750.0,2,143,2
MCF-2024-0356757,2024-03-11,"Quality Assurance Engineer / Procurement (West, Office Hours) #Hhm",Engineering,Permanent,Junior,3000-4999,3750.0,0,0,1
MCF-2024-0569151,2024-04-19,Associate - Liquidity Management Aej - Finance,Banking and Finance,Permanent,Manager,5000-7999,7750.0,1,22,1
MCF-2023-0976834,2023-12-06,Application Monitoring Engineer (Bank/It) - Ref: My,Banking and Finance,Contract,Senior,8000+,8500.0,0,3,2
MCF-2024-0075131,2024-01-15,Talent Acquisition Onboarding And Admin Associate (Ref 25558),Admin / Secretarial,Contract,Junior,3000-4999,3500.0,1,8,2
MCF-2023-0901195,2023-11-21,"Infrastructure Consultant - (Redhat/Linux, Scripting & Data)",Banking and Finance,Contract,Senior,5000-7999,7000.0,0,1,1
MCF-2023-0813705,2023-10-25,"Head, Secure Iot",Engineering,Permanent,Senior,8000+,14000.0,1,9,1
MCF-2023-0718222,2023-09-20,Car Cleaner,Customer Service,Full Time,Entry Level,<3000,1800.0,1,7,2
MCF-2023-0625346,2023-08-16,Senior Network Engineer,Information Technology,Contract,Mid Level,8000+,8500.0,0,0,3
MCF-2024-0245698,2024-02-20,Investment And Asset Management Manager (Jv & Bd),Banking and Finance,Full Time,Manager,8000+,10000.0,1,9,1
MCF-2024-0014940,2024-01-03,Supervisor,Wholesale Trade,Full Time,Junior,3000-4999,4500.0,0,1,3
MCF-2023-0080036,2023-04-11,Senior Kitchen Chef ($4000-$7000),F&B,Permanent,Junior,5000-7999,5500.0,1,44,1
MCF-2023-0878091,2023-11-16,Retail Supervisors ( 5050 ),Consulting,Permanent,Junior,3000-4999,3150.0,0,0,5
MCF-2023-0562987,2023-07-24,Spa Therapist,Personal Care / Beauty,Full Time,Entry Level,3000-4999,4000.0,0,0,7
MCF-2023-0946900,2023-11-30,Personal Assistant / Office (No Need Experience),Accounting / Auditing / Taxation,Permanent,Entry Level,3000-4999,3150.0,0,4,1
MCF-2023-0787370,2023-10-16,Senior Accountant (5 Months Contract),Accounting / Auditing / Taxation,Contract,Mid Level,5000-7999,5250.0,0,5,1
MCF-2023-0527511,2023-07-11,Senior Ehs Executive / Quality / Training Project / South,Building and Construction,Permanent,Senior,5000-7999,5250.0,0,2,1
MCF-2023-0643633,2023-08-22,"Junior,Senior Sales Associate (Islandwide) / Retail Industry",Sales / Retail,Full Time,Junior,<3000,2025.0,0,0,10
MCF-2023-0460881,2023-06-15,Marketing Executive,Design,Permanent,Junior,3000-4999,3250.0,4,54,1
MCF-2024-0213849,2024-02-13,Executive - Hr Shared Services,Human Resources,Permanent,Junior,<3000,2750.0,1,2,3
MCF-2024-0453134,2024-03-27,Leasing Coordinator (Operations),Sales / Retail,Full Time,Junior,3000-4999,3100.0,1,4,2
MCF-2023-0249155,2023-03-29,Regulatory Business Analyst,Banking and Finance,Permanent,Mid Level,8000+,17000.0,24,199,1
MCF-2023-0687067,2023-09-08,7048 - Acmv Supervisor,Engineering,Permanent,Junior,3000-4999,3300.0,0,0,2
MCF-2024-0714667,2024-05-16,Sr. Application Developer,Information Technology,Full Time,Mid Level,8000+,9250.0,0,8,6
MCF-2023-0849600,2023-11-08,"Content Specialist, Senior Executive",Marketing / Public Relations,Full Time,Senior,5000-7999,5250.0,1,5,1
MCF-2023-0790603,2023-10-16,Electrical Technical Officer (Oil/Gas/Chemical Tankers),Engineering,Permanent,Junior,3000-4999,3500.0,0,0,1
MCF-2024-0679308,2024-05-10,Digital Marketing Manager,Marketing / Public Relations,Permanent,Manager,3000-4999,4750.0,0,9,2
MCF-2023-0287547,2023-04-13,Centre Manager (Active Aging Centre),Social Services,Contract,Manager,3000-4999,4300.0,20,301,1
MCF-2024-0406691,2024-03-19,Mechanical Engineer (Food Packaging) / West / Global Mnc,Engineering,Full Time,Senior,5000-7999,6900.0,0,0,1
MCF-2023-0483255,2023-06-23,"Hr Recruitment Consultant (Entry Level, Training Provided)",Admin / Secretarial,Permanent,Entry Level,3000-4999,3750.0,11,86,1
MCF-2024-0207041,2024-02-09,Global Macro Markets Analyst,Banking and Finance,Full Time,Senior,8000+,19500.0,1,24,1
MCF-2023-0360857,2023-05-10,6164 - Customer Care Representative,Customer Service,Permanent,Junior,<3000,2700.0,1,32,1
MCF-2024-0371230,2024-03-13,Preschool Educator (Ey2 / L2),Education and Training,Full Time,Entry Level,<3000,2600.0,0,6,2
MCF-2024-0504506,2024-04-06,Workshop Service Advisor [Automotive/Automobile/Cars] - Sin Ming Dr,Customer Service,Permanent,Junior,3000-4999,3100.0,0,4,2
MCF-2023-0247895,2023-03-29,"Asset & Wealth Management, Fixed Income - Emerging Market Corporate Credit Analyst, Associate (109214)",Banking and Finance,Permanent,Junior,8000+,21750.0,99,998,1
MCF-2023-0695411,2023-09-12,Warehouse Assistant #65606,Logistics / Supply Chain,Permanent,Entry Level,<3000,1450.0,0,1,3
MCF-2024-0304311,2024-03-01,Application It Engineer/Server ( Bedok/5Days/Immed),Information Technology,Contract,Junior,3000-4999,3500.0,0,3,2
MCF-2023-0613182,2023-08-11,Assistant Restaurant Manager [P&L] 6405,F&B,Full Time,Manager,<3000,2950.0,0,3,1
MCF-2023-0567664,2023-07-25,Credit Management Executive,Admin / Secretarial,Contract,Entry Level,<3000,2250.0,0,6,5
MCF-2023-0607477,2023-08-08,Fitness Trainer,Consulting,Permanent,Junior,<3000,1700.0,0,1,4
MCF-2024-0463818,2024-03-31,Employment Agent Personnel,Admin / Secretarial,Full Time,Junior,3000-4999,3400.0,1,9,2
MCF-2023-0621499,2023-08-15,"Creative Solution Specialist (Digital Media, Healthcare)",Advertising / Media,Permanent,Junior,3000-4999,3900.0,1,3,1
MCF-2023-0640890,2023-08-21,Business Management Associate,Banking and Finance,Full Time,Entry Level,3000-4999,4000.0,0,4,5
MCF-2023-0100494,2023-05-29,Quantity Surveyor,Building and Construction,Full Time,Junior,3000-4999,3500.0,1,376,1
MCF-2023-0885032,2023-11-17,Looking For Freelance Food Delivery Drivers In West Singapore,Logistics / Supply Chain,Part Time,Entry Level,<3000,1245.0,0,0,2
MCF-2023-0338618,2023-06-16,Mnc Electrical Testing & Commissioning Engineer /Electrical Project Engineer – Protection Systems ( Junior / Entry Level / Senior ) X3 Opening,Engineering,Permanent,Junior,5000-7999,6500.0,6,52,2
MCF-2023-0517141,2023-07-07,Beauty Advisor,Personal Care / Beauty,Permanent,Junior,<3000,2750.0,0,0,1
MCF-2023-1032890,2023-12-19,Server & Barista,F&B,Full Time,Entry Level,<3000,2250.0,0,0,1
MCF-2023-0754906,2023-10-03,Finance Manager - Yk,Accounting / Auditing / Taxation,Permanent,Manager,5000-7999,6250.0,10,74,1
MCF-2023-0527432,2023-07-11,Sales Engineer,Engineering,Permanent,Junior,5000-7999,5500.0,0,2,1
MCF-2023-0634381,2023-08-18,M&E Coordinator,Building and Construction,Permanent,Junior,3000-4999,4250.0,0,2,1
MCF-2023-0864777,2023-11-14,Car Sales Consultant,Sales / Retail,Full Time,Junior,3000-4999,4500.0,0,1,10
MCF-2023-0403392,2023-05-25,Insights Analyst - Customer Experience | Mnc | Hybrid,Marketing / Public Relations,Permanent,Junior,5000-7999,6000.0,12,88,1
MCF-2023-0909190,2023-11-22,Youth Work Associate,Social Services,Full Time,Entry Level,<3000,2350.0,0,3,8
MCF-2023-0549868,2023-07-19,Operation General Manager,Manufacturing,Full Time,Senior,8000+,13000.0,1,20,1
MCF-2024-0731397,2024-05-20,Assistant Teacher,Education and Training,Permanent,Entry Level,<3000,2000.0,1,5,1
MCF-2023-0343833,2023-05-04,Luxury Client Advisor,Sales / Retail,Contract,Junior,<3000,2950.0,1,36,3
MCF-2023-0587949,2023-08-02,Senior Product Designer,Design,Permanent,Mid Level,8000+,10500.0,0,4,3
MCF-2023-0741483,2023-09-28,0370 - Centre Manager [ Education | Writing Enrichment | Customer | Relationship | Leadership ],Education and Training,Permanent,Manager,3000-4999,4250.0,1,1,1
MCF-2023-1052063,2023-12-22,"Finance Executive, Accounts Payable (Hybrid)",Consulting,Full Time,Junior,3000-4999,4000.0,1,11,1
MCF-2023-0785408,2023-10-14,Process Engineer - (1 Year Contract) / Production / Semiconductor,Engineering,Contract,Junior,3000-4999,4000.0,0,0,1
MCF-2023-0591647,2023-08-03,Mortgage Specialist / Broker (Basic + Comm),Banking and Finance,Contract,Senior,8000+,10500.0,0,6,3
MCF-2023-0564725,2023-07-25,0370 - Account Clerk [ Design | Ar | Ap | Admin | Insurance | Sub Con ],Accounting / Auditing / Taxation,Permanent,Junior,<3000,2500.0,0,0,1
MCF-2023-0507351,2023-07-04,Interior Designer,Advertising / Media,Full Time,Entry Level,<3000,2700.0,0,4,5
MCF-2023-0258444,2023-06-06,Operation Manager (Building Services),Building and Construction,Full Time,Manager,5000-7999,5500.0,23,206,1
MCF-2023-0671965,2023-09-02,Accounts Assistant (Ap) - West - Manufacturing Mnc,Accounting / Auditing / Taxation,Full Time,Junior,3000-4999,3150.0,0,2,1
MCF-2024-0768053,2024-05-27,"Manager, Fund Controller",Accounting / Auditing / Taxation,Permanent,Mid Level,5000-7999,6500.0,0,3,1
MCF-2023-0914700,2023-11-23,Account Executive | 6597,Accounting / Auditing / Taxation,Permanent,Junior,<3000,2950.0,0,2,1
MCF-2024-0184412,2024-02-05,Customer Service Officer,Customer Service,Permanent,Junior,<3000,2150.0,0,1,1
MCF-2024-0362501,2024-03-12,Sap Finance Analyst - Contract = 12 Months,Information Technology,Contract,Junior,3000-4999,3500.0,1,8,3
MCF-2024-0174028,2024-02-02,Senior Manager (F&B),Accounting / Auditing / Taxation,Full Time,Senior,<3000,2850.0,0,0,2
MCF-2023-0591383,2023-08-03,Electrical Engineer - 5 Days #62250,Engineering,Permanent,Senior,3000-4999,3650.0,0,3,3
MCF-2023-0272557,2023-04-06,Java Developers(#10813),Information Technology,Permanent,Junior,5000-7999,6250.0,11,129,3
MCF-2023-0363380,2023-05-11,Director - Finance & Accounting,Accounting / Auditing / Taxation,Permanent,Senior,8000+,14000.0,175,802,1
MCF-2023-0692081,2023-09-11,Senior Hr Executive (F&B/Kaki Bukit) - Code: Gl,Human Resources,Permanent,Senior,3000-4999,3600.0,0,0,1
MCF-2023-0818074,2023-10-26,"Accounts Executive (Accounts Receivable, Pasir Panjang)",Banking and Finance,Full Time,Junior,3000-4999,3100.0,0,1,1
MCF-2024-0050556,2024-01-10,Staff Nurse,Healthcare / Pharmaceutical,Permanent,Junior,3000-4999,3650.0,0,2,10
MCF-2023-0845678,2023-11-07,Cnc Machinist,Engineering,Full Time,Junior,3000-4999,3450.0,0,1,1
MCF-2023-0620177,2023-08-14,Digital Marketing Assistant / Seo / Sem / Up To $3.8K - 0001,Marketing / Public Relations,Full Time,Junior,3000-4999,3300.0,0,1,1
MCF-2023-1060164,2023-12-26,Material Planner - Production (Powerbi & Sap) / - Manufacturing Industry / North,Logistics / Supply Chain,Permanent,Junior,3000-4999,3150.0,0,0,1
MCF-2023-1072263,2023-12-29,Class 4 Tipper Truck Driver,Building and Construction,Full Time,Senior,3000-4999,4150.0,0,1,5
MCF-2024-0433680,2024-03-25,-Customer Admin Officer,Admin / Secretarial,Full Time,Entry Level,3000-4999,4500.0,1,23,2
MCF-2023-0771479,2023-10-10,Construction Manager,Building and Construction,Contract,Manager,8000+,12500.0,1,3,1
MCF-2023-0826972,2023-10-31,Trainee Library Assistant X 8 (Contract: 6 Nov 2023 To 17 Nov 2023),Admin / Secretarial,Contract,Entry Level,<3000,1530.0,0,4,8
MCF-2024-0755937,2024-05-24,Uniform Collection Executive Assistant (Temp) #Hms,Admin / Secretarial,Contract,Junior,<3000,2200.0,0,9,2
MCF-2023-0481263,2023-06-23,"Associate (Planning, Joint Planning Hub (Jph))",Admin / Secretarial,Contract,Junior,<3000,2850.0,0,19,1
MCF-2023-0820847,2023-10-27,Site Supervisor,Building and Construction,Full Time,Junior,3000-4999,3750.0,0,1,2
MCF-2024-0585472,2024-04-22,Lcl Customer Service Officer (Lcl/ Transportation/ Logistics),Customer Service,Full Time,Junior,<3000,3000.0,0,0,1
MCF-2024-0274784,2024-02-25,Product Specialist (Intervention),Sales / Retail,Full Time,Entry Level,3000-4999,3750.0,0,5,1
MCF-2023-0569677,2023-07-26,Building Technician,Building and Construction,Permanent,Entry Level,<3000,2200.0,0,0,5
MCF-2024-0726449,2024-05-18,Admin,Admin / Secretarial,Permanent,Junior,<3000,2750.0,1,5,1
MCF-2023-1024050,2023-12-15,Admin Executive (International School) #65830,Admin / Secretarial,Permanent,Junior,<3000,2750.0,0,9,3
MCF-2023-0566487,2023-07-25,Therapy Aide | Healthcare Associate | Nursing Home | Bukit Batok - 4769,Healthcare / Pharmaceutical,Full Time,Junior,<3000,2200.0,0,2,1
MCF-2023-0693188,2023-09-11,Engineer,Engineering,Full Time,Entry Level,<3000,2650.0,0,4,1
MCF-2023-0756542,2023-10-04,Claims Supervisor,Admin / Secretarial,Full Time,Junior,3000-4999,3300.0,0,8,1
MCF-2023-0489428,2023-06-27,Sales Administrator,Admin / Secretarial,Full Time,Entry Level,<3000,2750.0,2,45,1
MCF-2024-0522185,2024-04-11,Assistant / Centre Supervisor,Admin / Secretarial,Permanent,Manager,<3000,2550.0,0,0,1
MCF-2023-1068332,2023-12-28,Ops Dev (Pega) - Contract = 12 Months,Information Technology,Contract,Mid Level,5000-7999,6000.0,0,1,1
MCF-2023-0690797,2023-09-09,Coffeeshop F&B Supervisor,Customer Service,Full Time,Junior,3000-4999,3750.0,0,0,2
MCF-2023-0248521,2023-03-29,"Assistant Engineer (Emc), Tuas",Manufacturing,Permanent,Entry Level,<3000,2450.0,0,65,1
MCF-2023-0239851,2023-04-12,"Pqs Engineer (Manufacturing, West)",Engineering,Permanent,Entry Level,3000-4999,3750.0,0,37,3
MCF-2024-0575502,2024-04-19,"Marine Policy Processing Executive (Maritime, Marine Insurance, 3.5K) (Id: 605833)",Banking and Finance,Permanent,Entry Level,3000-4999,3150.0,0,2,1
MCF-2024-0769151,2024-05-27,"Clinic Assistant (5.5 Days, Shift)",Healthcare / Pharmaceutical,Full Time,Junior,<3000,2400.0,0,0,2
MCF-2023-1011246,2023-12-13,Temp Admin Assistant / 6 Months Contract / Central,Accounting / Auditing / Taxation,Temporary,Junior,<3000,2250.0,0,1,1
MCF-2024-0559841,2024-04-17,Contracts Manager/ Contracts Management (Construction/East),Engineering,Permanent,Manager,5000-7999,6500.0,0,1,2
MCF-2023-0509922,2023-07-05,"1111 - Tcm Physician ( Up To $5,000 / 44 Hours Per Week )",Healthcare / Pharmaceutical,Permanent,Entry Level,3000-4999,3750.0,0,3,2
MCF-2023-0764515,2023-10-06,Senior Relationship Consultant,Banking and Finance,Permanent,Junior,3000-4999,4000.0,0,2,2
MCF-2023-0595178,2023-08-03,Preschool Principal (5.5 Days),Education and Training,Permanent,Senior,5000-7999,6000.0,0,0,1
MCF-2023-0388408,2023-05-19,"It Specialist | West | Up To $5,400",Information Technology,Contract,Entry Level,3000-4999,4700.0,2,42,1
MCF-2024-0634035,2024-05-02,Java Developer (Only Singaporean),Information Technology,Full Time,Mid Level,3000-4999,5000.0,1,15,5
MCF-2024-0631993,2024-05-01,Front Desk Staff / Administrator,Accounting / Auditing / Taxation,Permanent,Entry Level,<3000,2475.0,0,7,2
MCF-2024-0320157,2024-03-04,Sales Supervisor,Sales / Retail,Full Time,Mid Level,3000-4999,3575.0,0,2,4
MCF-2023-0364863,2023-05-11,Hair Scalp Therapist,Personal Care / Beauty,Permanent,Junior,<3000,2700.0,1,32,1
MCF-2023-0475864,2023-06-21,It Support | 6597,Information Technology,Permanent,Entry Level,<3000,2900.0,4,54,1
MCF-2024-0580316,2024-04-22,"12 Months Contract Senior Coordinator, Supply Chain Warehouse ( East - Up 3.5K) #Hyt",Logistics / Supply Chain,Contract,Junior,3000-4999,3250.0,0,0,1
MCF-2023-1024452,2023-12-16,Senior Mechanical Engineer (Data Centre Cooling Solution),Engineering,Permanent,Senior,5000-7999,6250.0,0,1,1
MCF-2024-0154869,2024-01-30,Assistant Account Manager - Events,Events / Promotions,Permanent,Manager,3000-4999,4500.0,1,9,1
MCF-2024-0487264,2024-04-04,Production Operator #66045,Manufacturing,Permanent,Entry Level,<3000,2250.0,0,2,3
MCF-2024-0697395,2024-05-14,Chef – Cold Kitchen #65926,F&B,Permanent,Manager,3000-4999,3750.0,0,10,3
MCF-2023-0912598,2023-11-23,Sales Admin Coordinator,Admin / Secretarial,Full Time,Junior,<3000,2400.0,0,4,1
MCF-2023-0843918,2023-11-06,Procurement Admin,Admin / Secretarial,Full Time,Junior,<3000,2850.0,0,0,1
MCF-2024-0267538,2024-02-23,Nursing Aide | Nursing Home Setting,Environment / Health,Full Time,Junior,<3000,1700.0,0,3,1
MCF-2023-0360323,2023-05-10,Retail Consultant,Sales / Retail,Contract,Entry Level,<3000,2300.0,4,77,1
MCF-2024-0377153,2024-03-14,Enrolled Nurse,Environment / Health,Permanent,Entry Level,<3000,2850.0,0,0,5
MCF-2024-0056566,2024-01-11,Bugis / Orchard Commercial Building Day Perm / Relief Security Officer,Security and Investigation,Part Time,Entry Level,<3000,2675.0,0,0,50
MCF-2024-0494412,2024-04-04,Clinic Front Desk Assistant | Up To $2800 | 5.5 Days Work Week,Healthcare / Pharmaceutical,Full Time,Entry Level,<3000,2300.0,0,25,10
MCF-2023-0573471,2023-07-27,*New* 3 Months Temp Finance/Data Assistant,Accounting / Auditing / Taxation,Contract,Entry Level,<3000,2500.0,0,1,2
MCF-2023-0243727,2023-03-28,Senior / Application Engineer,Engineering,Full Time,Mid Level,3000-4999,5000.0,12,95,1
MCF-2023-0462710,2023-06-16,Logistics Assistant,Logistics / Supply Chain,Permanent,Junior,<3000,2000.0,1,51,1
MCF-2023-0415892,2023-05-30,Site Engineer,Building and Construction,Full Time,Junior,3000-4999,3250.0,1,78,2
MCF-2023-0385210,2023-05-18,Human Resource Associate / West,Human Resources,Permanent,Entry Level,<3000,2750.0,4,32,1
MCF-2023-0726371,2023-09-22,6723-Customer Service Officer,Customer Service,Full Time,Junior,<3000,2000.0,0,1,1
MCF-2024-0711456,2024-05-15,Accounts Cum Admin Officer (Basic Up To S$ 2500/ Automotive Industry/ Central) Inf,Accounting / Auditing / Taxation,Permanent,Entry Level,<3000,2300.0,0,2,1
MCF-2023-0882504,2023-11-16,Senior Production Technician - Oil & Gas*,Engineering,Permanent,Junior,<3000,3000.0,0,0,1
MCF-2024-0769389,2024-05-27,Franchise Operation Supervisor,General Management,Full Time,Senior,3000-4999,3500.0,0,12,1
MCF-2023-0545758,2023-07-18,Production Admin / F&B Mnc / North / 1 Year Contract,Admin / Secretarial,Temporary,Junior,<3000,2750.0,0,1,1
MCF-2024-0044648,2024-01-09,Project Engineer,Building and Construction,Full Time,Junior,3000-4999,3750.0,0,0,1
MCF-2024-0681941,2024-05-10,Workplace Safety And Health Officer,Building and Construction,Full Time,Manager,5000-7999,5500.0,1,6,1
MCF-2024-0644089,2024-05-03,*New* Legal Secretary - Up To $5000,Admin / Secretarial,Permanent,Junior,3000-4999,4750.0,1,1,1
MCF-2023-0410209,2023-05-27,Driver,Others,Full Time,Senior,3000-4999,3750.0,24,246,1
MCF-2024-0110900,2024-01-22,Hair Care Consultant,Customer Service,Full Time,Entry Level,<3000,2150.0,0,1,1
MCF-2023-0686880,2023-09-08,Sap Functional Consultant,Information Technology,Contract,Mid Level,8000+,9000.0,0,0,4
MCF-2024-0486681,2024-04-03,Beautician,Personal Care / Beauty,Full Time,Entry Level,3000-4999,4000.0,0,4,10
MCF-2023-0393148,2023-05-22,Hr Manager,Human Resources,Permanent,Senior,3000-4999,5000.0,26,158,2
MCF-2024-0616644,2024-04-28,"Sales Coordinator (West | Mnc Company | Good Benefits) - Up To $3,000 + Bonus",Admin / Secretarial,Permanent,Junior,<3000,2600.0,0,5,1
